videoname,text(summary),gist(chapter),youtube_id,chapter,category,cluster_label
"Think Fast, Talk Smart: Communication Techniques","Today we're going to talk about one type of public speaking. We're talking about spontaneous speaking when you're asked to speak off the cuff and in the moment. In order to be an effective communicator, you need to have your anxiety under control.",Being an Effective Communicator: How to Speak in Public,I1XeDS-GLbg,today going talk one type public speaking talking spontaneous speaking asked speak cuff moment order effective communicator need anxiety control,effective communicator speak public,20
"Think Fast, Talk Smart: Communication Techniques","85% of people tell us they're nervous when speaking in public. This is a ubiquitous fear and one that I believe we can learn to manage. Anxiety actually helps us. It gives us energy, helps us focus, tells us what we're doing is important. Here are a few techniques that can work.",How to Manage Your Anxiety,I1XeDS-GLbg,people tell us nervous speaking public ubiquitous fear one believe learn manage anxiety actually helps us gives us energy helps us focus tells us important techniques work,manage anxiety,20
"Think Fast, Talk Smart: Communication Techniques","Your job as a communicator is to make your audience comfortable. For most people, this happens in the initial minutes prior to speaking. By greeting your anxiety and acknowledging it, you can stem the tide of anxiety spiraling out of control.",How to Manage Your Anxiety During Speaking,I1XeDS-GLbg,job communicator make audience comfortable people happens initial minutes prior speaking greeting anxiety acknowledging stem tide anxiety spiraling control,manage anxiety speaking,20
"Think Fast, Talk Smart: Communication Techniques","Most of us, when we present, are worried about the future consequences. Being conversational can also help you manage your anxiety. If you can bring yourself into the present moment, rather than being worried about future consequences, you can actually be less nervous.",How to Manage Your Anxiety During Presentations,I1XeDS-GLbg,us present worried future consequences conversational also help manage anxiety bring present moment rather worried future consequences actually less nervous,manage anxiety presentations,20
"Think Fast, Talk Smart: Communication Techniques",It's very possible for us to manage our anxiety. We can do it initially by greeting the anxiety when we begin to feel those signs. We do it when we reframe the situation as a conversation. Those are three of many tools that exist to help you manage your anxiety.,How to Manage Your Anxiety,I1XeDS-GLbg,possible us manage anxiety initially greeting anxiety begin feel signs reframe situation conversation three many tools exist help manage anxiety,manage anxiety,20
"Think Fast, Talk Smart: Communication Techniques","How to feel more comfortable speaking in spontaneous situations. Four steps that I believe are critical to becoming effective at speaking in a spontaneous situation. Finally, I'm going to conclude with a phrase or saying that comes from the wonderful world of improvisation.",How to Speak More Spontaneously,I1XeDS-GLbg,feel comfortable speaking spontaneous situations four steps believe critical becoming effective speaking spontaneous situation finally going conclude phrase saying comes wonderful world improvisation,speak spontaneously,20
"Think Fast, Talk Smart: Communication Techniques","The first thing that gets in people's way when it comes to spontaneous speaking is themselves. The best thing we can do, the first step in our process is to get ourselves out of the way. Easier said than done.",What Gets In People's Way of Spontaneous Speaking,I1XeDS-GLbg,first thing gets people way comes spontaneous speaking best thing first step process get way easier said done,gets people way spontaneous speaking,20
"Think Fast, Talk Smart: Communication Techniques",An activity that's called shout the wrong name. You are going to point to things and call the things you are pointing to out loud anything but what they really are. The only way you can get this activity wrong is by doing what you've just done. Just doing it gets it right.,Shrieking the Wrong Name,I1XeDS-GLbg,activity called shout wrong name going point things call things pointing loud anything really way get activity wrong done gets right,shrieking wrong name,1
"Think Fast, Talk Smart: Communication Techniques","Instead of striving for greatness, dare to be dull. This is a wonderful game to train your brain to get out of its own way. See the speaking opportunity as an opportunity rather than a challenge and a threat.",In the Elevator With Dave Ramsey,I1XeDS-GLbg,instead striving greatness dare dull wonderful game train brain get way see speaking opportunity opportunity rather challenge threat,elevator dave ramsey,22
"Think Fast, Talk Smart: Communication Techniques","The game works best if you have a partner. You and your partner are going to exchange imaginary gifts. The opportunity is for you, the gift receiver, to name a gift. This gives you a chance to get to know somebody.",Christmas Gifts,I1XeDS-GLbg,game works best partner partner going exchange imaginary gifts opportunity gift receiver name gift gives chance get know somebody,christmas gifts,22
"Think Fast, Talk Smart: Communication Techniques","All right, so very quickly, just in 5 seconds, find a partner. In your partnerships in your partnerships, pick an A person and a B person. You may stand or sit. It's totally up to you. Let's wrap it up in 30 seconds, please.",A Partnership in 30 Seconds,I1XeDS-GLbg,right quickly seconds find partner partnerships partnerships pick person b person may stand sit totally let wrap seconds please,partnership seconds,14
"Think Fast, Talk Smart: Communication Techniques","The point of this game is to remind ourselves we have to get out of our own way. See this as an opportunity and to have fun. The next phase is also hard, but very rewarding, and that is to slow down and listen.",The Spontaneous Communication Game,I1XeDS-GLbg,point game remind get way see opportunity fun next phase also hard rewarding slow listen,spontaneous communication game,44
"Think Fast, Talk Smart: Communication Techniques",The key to successful spontaneous speaking is having a structure. We process structured information roughly 40% more effectively and efficiently than information that's not structured. Structure helps us remember the M. Same is true when speaking spontaneously or in a planned situation.,Speech in a Spontaneous Situation,I1XeDS-GLbg,key successful spontaneous speaking structure process structured information roughly effectively efficiently information structured structure helps us remember true speaking spontaneously planned situation,speech spontaneous situation,20
"Think Fast, Talk Smart: Communication Techniques",The way you keep your audience on track is by providing structure. The first useful structure is the problem solution benefit structure. Never lose your tour group. The same is true as a presenter.,Two Types of Structures,I1XeDS-GLbg,way keep audience track providing structure first useful structure problem solution benefit structure never lose tour group true presenter,two types structures,18
"Think Fast, Talk Smart: Communication Techniques","Another structure which works equally well is the what. What structure. You start by talking about what it is, then you talk about why it's important and then what the next steps are. These structures help you by telling you how to say it. If you can become comfortable with these structures, you can respond very ably to spontaneous speaking situations.",Spontaneous Speaking,I1XeDS-GLbg,another structure works equally well structure start talking talk important next steps structures help telling say become comfortable structures respond ably spontaneous speaking situations,spontaneous speaking,20
"Think Fast, Talk Smart: Communication Techniques","The first thing we have to do is manage our anxiety. See your interactions as ones of opportunity, not challenges. Third, take the time to listen. And then finally use structures. The more you practice, the more comfortable you will become.",Spontaneous Speaking,I1XeDS-GLbg,first thing manage anxiety see interactions ones opportunity challenges third take time listen finally use structures practice comfortable become,spontaneous speaking,20
"Think Fast, Talk Smart: Communication Techniques","What I'd really like to do is enter into a spontaneous speaking situation with you. Before you ever speak, you should think about what is the environment going to be like. acknowledge the emotion and then reframe or respond the way that makes sense.",How to Speak in a Hostile Situation,I1XeDS-GLbg,really like enter spontaneous speaking situation ever speak think environment going like acknowledge emotion reframe respond way makes sense,speak hostile situation,20
"Think Fast, Talk Smart: Communication Techniques","For a lot of the speaking I do, I have remote audiences, audiences distributed all over the country with telecom. Try to include engagement techniques where the audience actually has to do something. The single best tool you have to buy yourself time is paraphrasing.",How to Approach Cross-examination effectively,I1XeDS-GLbg,lot speaking remote audiences audiences distributed country telecom try include engagement techniques audience actually something single best tool buy time paraphrasing,approach effectively,20
"Think Fast, Talk Smart: Communication Techniques","Thank you. Would you please show the last screen so we can get down the name of the book that you've written and, uh, the information? Absolutely. Everything I said is on the back of that sheet, but I'm happy to have this behind me while I talk other questions.",The Bookmark,I1XeDS-GLbg,thank would please show last screen get name book written uh information absolutely everything said back sheet happy behind talk questions,bookmark,34
"Think Fast, Talk Smart: Communication Techniques",Part of the listening aspect is thinking about who is my audience and what are their expectations. What are the cultural expectations of the audience that I'm presenting to? So there might be certain norms and rules that are expected. I think we have time for two more questions.,Speakers on Cultural Expectations,I1XeDS-GLbg,part listening aspect thinking audience expectations cultural expectations audience presenting might certain norms rules expected think time two questions,speakers cultural expectations,36
"Think Fast, Talk Smart: Communication Techniques"," humor is wonderfully connecting. It's a great tool for connection. It is very, very risky. Sometimes what you think is funny isn't funny to other people. Self deprecating humor is your best bet because it is the least risky.",The Risk of Talking With Humor,I1XeDS-GLbg,humor wonderfully connecting great tool connection risky sometimes think funny funny people self deprecating humor best bet least risky,risk talking humor,14
Microeconomics- Everything You Need to Know,"AC DC Econ goes over everything you need to know for an AP or college introductory microeconomics class. Jacob Clifford sells the Ultimate Review Packet. If you like my videos, please support my channel and help me continue to make great econ videos.",Complete Introduction to Econ (summer 2017),I1XeDS-GLbg,ac dc econ goes everything need know ap college introductory microeconomics class jacob clifford sells ultimate review packet like videos please support channel help continue make great econ videos,complete introduction econ summer,30
Microeconomics- Everything You Need to Know,"For a basic econ course, it starts with the idea of scarcity. Also, you can learn the idea that everything has a cost. Production possibilities curve shows the different combinations of producing two different goods. The hardest part of this unit is comparative advantage.",Basic Econ Basics (unit 1),I1XeDS-GLbg,basic econ course starts idea scarcity also learn idea everything cost production possibilities curve shows different combinations producing two different goods hardest part unit comparative advantage,basic econ basics unit,22
Microeconomics- Everything You Need to Know,The hardest part probably in this entire unit is the idea of elasticity. Elasticity shows how quantity changes when there's a change in price. It tells you if products are complements or substitutes. This only applies to demand. It doesn't work with supply.,Inflation and the elasticity of demand,I1XeDS-GLbg,hardest part probably entire unit idea elasticity elasticity shows quantity changes change price tells products complements substitutes applies demand work supply,inflation elasticity demand,20
Microeconomics- Everything You Need to Know,"Back to supply and demand. Make sure you can spot consumer and produce a surplus. Competitive, efficient market maximizes consumer and produces surplus. Dead weight loss is the idea of lost consumer improved surplus.","Supply and Demand, dead weight loss",I1XeDS-GLbg,back supply demand make sure spot consumer produce surplus competitive efficient market maximizes consumer produces surplus dead weight loss idea lost consumer improved surplus,supply demand dead weight loss,22
Microeconomics- Everything You Need to Know,"Next up is the idea of taxes. Got to supply supply curve shifting to the left. This is a per unit tax. Also, you should be able to spot what happens when the elasticity changes to this graph. Who ends up paying for the tax?",Taxes and consumer choice,I1XeDS-GLbg,next idea taxes got supply supply curve shifting left per unit tax also able spot happens elasticity changes graph ends paying tax,taxes consumer choice,26
Microeconomics- Everything You Need to Know," unit three is really the meat and potatoes of microeconomics. You start putting together the theory of the firm. You find out the law of diminishing marginal returns. This means as you hire more workers and there's fixed resources, you're going to get less and less additional output.","Microeconomic theory of the firm, unit 3",I1XeDS-GLbg,unit three really meat potatoes microeconomics start putting together theory firm find law diminishing marginal returns means hire workers fixed resources going get less less additional output,microeconomic theory firm unit,4
Microeconomics- Everything You Need to Know,"There's fixed cost, variable cost, and total cost. Variable plus fixed equal total. That also gives us the per unit cost curves. These are short run cost curves, which is different than the long run.",Costs in the economy,I1XeDS-GLbg,fixed cost variable cost total cost variable plus fixed equal total also gives us per unit cost curves short run cost curves different long run,costs economy,22
Microeconomics- Everything You Need to Know,"You produce where Mr M equals MC. That tells you exactly how much you produce, whether you're monopoly, monopoly competition, perfect competition. You can spot if there's profit or a long run or making a loss. Only rule that trumps the profit maximizing rule is the shutdown rule.","Microeconomics 4, The Theory of the Firm",I1XeDS-GLbg,produce mr equals mc tells exactly much produce whether monopoly monopoly competition perfect competition spot profit long run making loss rule trumps profit maximizing rule shutdown rule,microeconomics theory firm,14
Microeconomics- Everything You Need to Know,"There's four market structures, perfect competition and three others. We've got monopolies oligopolies, monopoly competition. Unit three is the hardest. You got to practice, make sure you get it.","Monopolies, oligopolies and perfect competition",I1XeDS-GLbg,four market structures perfect competition three others got monopolies oligopolies monopoly competition unit three hardest got practice make sure get,monopolies oligopolies perfect competition,14
Microeconomics- Everything You Need to Know,"Businesses sell products in the product market, but they also hire resources in the resource market. The demand for labor depends on the product that that labor produces. The last concept in this unit is the idea of the least cost rule.",The circular flow of the resource market,I1XeDS-GLbg,businesses sell products product market also hire resources resource market demand labor depends product labor produces last concept unit idea least cost rule,circular flow resource market,22
Microeconomics- Everything You Need to Know,"The invisible hand of the free market ends up getting the wrong quantity. Public goods have two characteristics. Negative externalities and positive externalities. There's three different types of taxes. Progressive, regressive, proportional.",Economic Inequality and the Free Market,I1XeDS-GLbg,invisible hand free market ends getting wrong quantity public goods two characteristics negative externalities positive externalities three different types taxes progressive regressive proportional,economic inequality free market,46
Micro Unit 1 Summary- Basic Economic Concepts  Old Version ,"Jacob Clifford: Welcome to the Microeconomics unit one summary video. We're going to cover five different concepts. The first thing you should have already done is got the ultimate review packet. As we go through, pause every once in a while to work out the questions.",Microeconomics Unit 1 Summary Video,I1XeDS-GLbg,jacob clifford welcome microeconomics unit one summary video going cover five different concepts first thing already done got ultimate review packet go pause every work questions,microeconomics unit summary video,15
Micro Unit 1 Summary- Basic Economic Concepts  Old Version ," Economics is just logic. It's just a bunch of logic puzzles. It starts off really, really easy. And then all of a sudden, it starts getting tricky. So you got to practice. If you didn't, you're probably not going to use these videos the right way.",Practice Economics,I1XeDS-GLbg,economics logic bunch logic puzzles starts really really easy sudden starts getting tricky got practice probably going use videos right way,practice economics,29
Micro Unit 1 Summary- Basic Economic Concepts  Old Version , economics is the science of scarcity. Scarcity is the idea that we have unlimited wants and limited resources. Everything has a cost. Opportunity cost is the key to that. This class will change the way you make decisions.,What is Economics? (College Course Overview),I1XeDS-GLbg,economics science scarcity scarcity idea unlimited wants limited resources everything cost opportunity cost key class change way make decisions,economics college course overview,22
Micro Unit 1 Summary- Basic Economic Concepts  Old Version ,The idea is centrally planned and free market economies. Who owns the resource determines what kind of economic system you have. The most important concept in capitalism is the idea of the invisible hand. So a mixed economy is a system that has both free market and centrally planned parts.,"Economics 4, Inflation and the Free Market",I1XeDS-GLbg,idea centrally planned free market economies owns resource determines kind economic system important concept capitalism idea invisible hand mixed economy system free market centrally planned parts,economics inflation free market,31
Micro Unit 1 Summary- Basic Economic Concepts  Old Version ,"The Production Possibilities Curve shows the alternative ways we can use our scarce resources. It shows trade offs, scarcity, opportunity, cost efficiency, all in one graph. As you produce more of anything, the opportunity cost to produce it's going to get bigger and bigger.",The Production Possibilities Curve,I1XeDS-GLbg,production possibilities curve shows alternative ways use scarce resources shows trade offs scarcity opportunity cost efficiency one graph produce anything opportunity cost produce going get bigger bigger,production possibilities curve,22
Micro Unit 1 Summary- Basic Economic Concepts  Old Version ,"The idea here is that countries should specialize in trade when they have a comparative advantage. The more capital you produce, the more production you can do in the future. It's called specialization and trade.",Importance of Growth in the Future,I1XeDS-GLbg,idea countries specialize trade comparative advantage capital produce production future called specialization trade,importance growth future,22
Micro Unit 1 Summary- Basic Economic Concepts  Old Version ,"The United States can produce 30 tons of sugar and Brazil can only produce 20 tons. Who has an absolute advantage in the production of wheat? To figure out the comparative advantage, you have to calculate the per unit opportunity cost for each country.",International Trade and Comparative Advantage,I1XeDS-GLbg,united states produce tons sugar brazil produce tons absolute advantage production wheat figure comparative advantage calculate per unit opportunity cost country,international trade comparative advantage,22
Micro Unit 1 Summary- Basic Economic Concepts  Old Version ,"Who has an absolute advantage in the production of phones? The answer is the US. To get comparative advantage, Canada should be producing planes and Mexico would produce cars. Here's a trick that's going to work every single time.",Comparative Advantage of Production of Planes and Smartphones,I1XeDS-GLbg,absolute advantage production phones answer us get comparative advantage canada producing planes mexico would produce cars trick going work every single time,comparative advantage production planes smartphones,22
Micro Unit 1 Summary- Basic Economic Concepts  Old Version ,Use terms of trade to figure out who has a comparative advantage in pineapples and radios. calculate the per unit opportunity cost for each one of those. Figure out who have a lower opportunity cost.,Comparison of Pineapples and Radios,I1XeDS-GLbg,use terms trade figure comparative advantage pineapples radios calculate per unit opportunity cost one figure lower opportunity cost,comparison pineapples radios,22
Micro Unit 1 Summary- Basic Economic Concepts  Old Version ,"The last concept you're going to see in this unit is something called the circular Flow model. Basically, it shows you the relationship between households and businesses and the government. Grab your ultimate review packet. Let me know if this is working.",Learning the Circular Flow Model (Unit 1),I1XeDS-GLbg,last concept going see unit something called circular flow model basically shows relationship households businesses government grab ultimate review packet let know working,learning circular flow model unit,34
Wednesday Webinar: Bachelor of Engineering Honours  Chemical and Biomolecular Engineering ,"John Kavanaugh is from the School of Chemical and Biomolecular Engineering at the University of Sydney. Today's webinar focuses on chemical and biomolecular engineering and biomedical engineering. From next year onwards, a lot more equipment will be arriving over the summer.",Chemical and biomolecular engineering Webinar,I1XeDS-GLbg,john kavanaugh school chemical biomolecular engineering university sydney today webinar focuses chemical biomolecular engineering biomedical engineering next year onwards lot equipment arriving summer,chemical biomolecular engineering webinar,11
Wednesday Webinar: Bachelor of Engineering Honours  Chemical and Biomolecular Engineering ,"Modern society relies on the work of chemical, biochemical and process engineers. Chemical engineering is about changing raw materials into useful products. Graduate salary for chemical engineers is in the order of 70 to 90,000 per year in the first year out.",The role of chemical engineers in Australia,I1XeDS-GLbg,modern society relies work chemical biochemical process engineers chemical engineering changing raw materials useful products graduate salary chemical engineers order per year first year,role chemical engineers australia,11
Wednesday Webinar: Bachelor of Engineering Honours  Chemical and Biomolecular Engineering ,"Dr. Ye: I was awarded a fellowship that will allow me to do some research on the protein, uh, focused area. Why protein is so important? Because diseases such as Alzheimer or Parkinson is caused due to the aggregation of the protein. Here I'm going to talk about something related to health and also related to sustainable manufacturing.",Dr. Yeang Yeong,I1XeDS-GLbg,ye awarded fellowship allow research protein uh focused area protein important diseases alzheimer parkinson caused due aggregation protein going talk something related health also related sustainable manufacturing,yeang yeong,26
Wednesday Webinar: Bachelor of Engineering Honours  Chemical and Biomolecular Engineering ,"For my decorative fellowship, it's kind of a research focused, uh, fellowship. What I would do is to look at the protein phase transition pharmaceomers. We can also use that to develop some biomaterials such as bioplastics. Do you want to talk a little about your heart, um, valve project?",Crucifix Fellowship,I1XeDS-GLbg,decorative fellowship kind research focused uh fellowship would look protein phase transition pharmaceomers also use develop biomaterials bioplastics want talk little heart um valve project,crucifix fellowship,40
Wednesday Webinar: Bachelor of Engineering Honours  Chemical and Biomolecular Engineering , chemical engineering to solve the problem. Material that can mimic the properties of the heart valve. And we are hoping that in future we can use this new design of next generation of the polymeric heartburn for the treatment of children with congenital heart disease.,Chemical engineering in the heart,I1XeDS-GLbg,chemical engineering solve problem material mimic properties heart valve hoping future use new design next generation polymeric heartburn treatment children congenital heart disease,chemical engineering heart,40
Wednesday Webinar: Bachelor of Engineering Honours  Chemical and Biomolecular Engineering ,"Tetrahyrix polymer can be used for non invasive operation. It is biocompatible, similar to the protein, has biological activity, has good mechanical property. Can be easily designed, it can be useful. If you work in this area, you can actually have your own startup company.",Designing a non-invasive implantable polymer,I1XeDS-GLbg,tetrahyrix polymer used non invasive operation biocompatible similar protein biological activity good mechanical property easily designed useful work area actually startup company,designing implantable polymer,1
Wednesday Webinar: Bachelor of Engineering Honours  Chemical and Biomolecular Engineering ,Mips is a program where a quarter to a third of our final year students spend a semester in industry doing a thesis. Carolyn worked on a project known as Nitrous Oxide Emissions Minimization and Management. Overall the project was a very challenging one. But it was very rewarding in the sense of gaining invaluable industry experience.,Mips in the Industry,I1XeDS-GLbg,mips program quarter third final year students spend semester industry thesis carolyn worked project known nitrous oxide emissions minimization management overall project challenging one rewarding sense gaining invaluable industry experience,mips industry,44
Wednesday Webinar: Bachelor of Engineering Honours  Chemical and Biomolecular Engineering ,Fariba: Production of the meat cannot be sustainable in future. We need to think about alternative protein source. There's a lot of jobs in the chemical engineering industry. Also in other areas like food and bio.,Jobs in the alternative protein industry,I1XeDS-GLbg,fariba production meat sustainable future need think alternative protein source lot jobs chemical engineering industry also areas like food bio,jobs alternative protein industry,11
Wednesday Webinar: Bachelor of Engineering Honours  Chemical and Biomolecular Engineering ,"After Unisty would definitely be looking forward to it working in industry and as a process engineer. The gas industry has very broad opportunities that's coming up. With the degree in use it and then moving forward to working, that gives you that good transition.",The benefits of a post-university degree,I1XeDS-GLbg,unisty would definitely looking forward working industry process engineer gas industry broad opportunities coming degree use moving forward working gives good transition,benefits degree,16
Wednesday Webinar: Bachelor of Engineering Honours  Chemical and Biomolecular Engineering ,"Australia is going to develop very soon, in maybe next five to ten years. There's a huge potential in the field of biochemical engineering. The specializations we offer as a school are in food and bio processing. We pride ourselves on giving students hard and open ended questions to solve.",What did you choose to study at University of Sydney?,I1XeDS-GLbg,australia going develop soon maybe next five ten years huge potential field biochemical engineering specializations offer school food bio processing pride giving students hard open ended questions solve,choose study university sydney,11
Wednesday Webinar: Bachelor of Engineering Honours  Chemical and Biomolecular Engineering ,"There are other events coming up where you can come and ask detailed questions about your study choices. The university will have an info day on December 16. We're happy if you want to approach and ask questions, whether it's now or later on. Have a nice day. Stay safe.",A Day in the Life of Chemical Engineering,I1XeDS-GLbg,events coming come ask detailed questions study choices university info day december happy want approach ask questions whether later nice day stay safe,day life chemical engineering,34
Agrobiotechnology Talk series 28,20 x talk of a series targeting to promote agobar technology and enhanced understanding of the potential application of agricultural products. The top title is Assessment of Health Impact of Common Environmental Endocrine Disrupting Chemicals. Sherry will present relevant findings regarding the association between environmental exposure to bisphenol A and the risk of malegant health outcomes.,Speaker,I1XeDS-GLbg,x talk series targeting promote agobar technology enhanced understanding potential application agricultural products top title assessment health impact common environmental endocrine disrupting chemicals sherry present relevant findings regarding association environmental exposure bisphenol risk malegant health outcomes,speaker,14
Agrobiotechnology Talk series 28,Professor Sirijaya to present some research about assessing health impacts of environmental endocrine disruption chemicals. Presentations at convention on pups on persistent organic pollutants. Third part is bisolphino A exposure with multiple health outcomes. Some elaborate some policy implications.,Professor Sirijaya at STH12,I1XeDS-GLbg,professor sirijaya present research assessing health impacts environmental endocrine disruption chemicals presentations convention pups persistent organic pollutants third part bisolphino exposure multiple health outcomes elaborate policy implications,professor sirijaya,9
Agrobiotechnology Talk series 28,Endocrine disrupting chemicals are substances that interface with the normal function of our body endocrine system. Stockholm Convention is an international treaty to to protect the human health and environment from Pops. These issues are becoming a growing environmental problems affecting long term health of people as well as their next generation.,Endocrine Disrupting Chemicals (EDCs and Pops,I1XeDS-GLbg,endocrine disrupting chemicals substances interface normal function body endocrine system stockholm convention international treaty protect human health environment pops issues becoming growing environmental problems affecting long term health people well next generation,endocrine disrupting chemicals edcs pops,9
Agrobiotechnology Talk series 28,What everyday products may contain EDCs. How these actually enter our human body. Majority from ingestion which is from hand to mouse. The second one is by inhalation and the third one could be by absorption. Only limited scientific information exists on potential health problems in human.,EDCs in daily products,I1XeDS-GLbg,everyday products may contain edcs actually enter human body majority ingestion hand mouse second one inhalation third one could absorption limited scientific information exists potential health problems human,edcs daily products,20
Agrobiotechnology Talk series 28,Dioxin is a family of complex chemicals containing chloride. Human like burden in humans comes from dietary intake from dioxin contained food. There is a declining trend in the levels of PCBs in Hong Kong. But we still need to check if the methodology is true.,Pcds and Dioxin in humans,I1XeDS-GLbg,dioxin family complex chemicals containing chloride human like burden humans comes dietary intake dioxin contained food declining trend levels pcbs hong kong still need check methodology true,pcds dioxin humans,10
Agrobiotechnology Talk series 28,"China is one of the largest agriculture countries in the world with more than £300,000 of agriculture pesticide used annually. Growing evidence suggests that human fertility rates are declining in both developed and developing countries. Study aims to evaluate the association between preconception pesticide exposure and a couple fertilities in Shanghai, China.",Pesticide exposure and reproductive health in China,I1XeDS-GLbg,china one largest agriculture countries world agriculture pesticide used annually growing evidence suggests human fertility rates declining developed developing countries study aims evaluate association preconception pesticide exposure couple fertilities shanghai china,pesticide exposure reproductive health china,18
Agrobiotechnology Talk series 28,BPA is widely used industry chemicals product produced in large quantities in the production of polycarbonate plastics. BPA can be found in the urine of 90% of United States adults. Can cause chronic effect when repeated every day and accumulative exposure.,BPA exposure and multiple health outcomes,I1XeDS-GLbg,bpa widely used industry chemicals product produced large quantities production polycarbonate plastics bpa found urine united states adults cause chronic effect repeated every day accumulative exposure,bpa exposure multiple health outcomes,22
Agrobiotechnology Talk series 28,There is evidence to support a suggestive association between BPA exposure and metabolic syndrome. The limitation of this study is that we only collect the first morning spot urine. A further larger study with multiple urine sample is suggestive.,BPA and metabolic syndrome,I1XeDS-GLbg,evidence support suggestive association bpa exposure metabolic syndrome limitation study collect first morning spot urine larger study multiple urine sample suggestive,bpa metabolic syndrome,17
Agrobiotechnology Talk series 28,Is there any alternative approach for properly exposure assessment for chronic exposure? So can I provide some innovation to solve this problem? We know that widespread and increasing use of east region like a BPA has linked to prostate cancer in animals. So looking for anyone can provide some any ideas can help the government to solve the problem.,Alternative methods for BPA cancer exposure assessment,I1XeDS-GLbg,alternative approach properly exposure assessment chronic exposure provide innovation solve problem know widespread increasing use east region like bpa linked prostate cancer animals looking anyone provide ideas help government solve problem,alternative methods bpa cancer exposure assessment,40
Agrobiotechnology Talk series 28,Next talk will be in March 28 will be given by Professor Major in Birmingham University. The title is for US a Sustainable Food Future in China consumers Intention and Policy Implications. People want to revisit what sue has talked about or have further questions.,BPA in school containers,I1XeDS-GLbg,next talk march given professor major birmingham university title us sustainable food future china consumers intention policy implications people want revisit sue talked questions,bpa school containers,32
My Whole Civil Engineering Degree In 13 Minutes!,Sherry R. will be laying out his whole civil engineering degree in the next ten minutes. This video is split into four parts. Click on the subscribe button and click on the like button if you enjoyed this video.,Complete Civil Engineering Degrees In 10 Minutes!,I1XeDS-GLbg,sherry laying whole civil engineering degree next ten minutes video split four parts click subscribe button click like button enjoyed video,complete civil engineering degrees minutes,32
My Whole Civil Engineering Degree In 13 Minutes!,There are three reasons why I chose to study civil engineering at the University of Bradford. The first reason is creativity. The second is because of the job market. The third is the impact that civil engineering provides to society. There will always be jobs for civil engineers.,Why Civil Engineering?,I1XeDS-GLbg,three reasons chose study civil engineering university bradford first reason creativity second job market third impact civil engineering provides society always jobs civil engineers,civil engineering,32
My Whole Civil Engineering Degree In 13 Minutes!,"The two main modules that I learnt the most from were surveying and visualization. In this module we learned how to draft buildings and create blueprints on a software called Autocad. If you know how to use this software, then you will go very far in civil engineering.","Civil Engineering Post-B-4,",I1XeDS-GLbg,two main modules learnt surveying visualization module learned draft buildings create blueprints software called autocad know use software go far civil engineering,civil engineering,32
My Whole Civil Engineering Degree In 13 Minutes!,"The two main modules that I want to talk about are structural analysis and fluid mechanics. Structural analysis is a very important topic within civil engineering. In fluid mechanics, we were learning about how fluids such as gas and liquids affect the building.",Civil Engineering: The Second Year,I1XeDS-GLbg,two main modules want talk structural analysis fluid mechanics structural analysis important topic within civil engineering fluid mechanics learning fluids gas liquids affect building,civil engineering second year,32
My Whole Civil Engineering Degree In 13 Minutes!,"The two main modules that I learned so much from were transportation design and Geotechnical engineering. As part of this module, we actually went on a three day visit to a small coastal town in the northwest of England called Whitby. It was really nice to go on a site visit like this.",TRAVEL & GEOOMICAL ENGINEERING,I1XeDS-GLbg,two main modules learned much transportation design geotechnical engineering part module actually went three day visit small coastal town northwest england called whitby really nice go site visit like,travel geoomical engineering,32
My Whole Civil Engineering Degree In 13 Minutes!,"The placement year was one of the best things that I did as part of my university degree. It also gave me a first hand experience into how the workplace works. After my placement year, Network Rail hired me as a junior design engineer.",Post-U2 Placement Year,I1XeDS-GLbg,placement year one best things part university degree also gave first hand experience workplace works placement year network rail hired junior design engineer,placement year,34
My Whole Civil Engineering Degree In 13 Minutes!,"My final year thesis was called the Structural Stability of High Rise Buildings. If you ever feel stuck in a task or a thing that you need to get done, just start. Even if it's imperfect, that's fine. Let me know if there's anything new you learned in the comment section below.",Final year thesis,I1XeDS-GLbg,final year thesis called structural stability high rise buildings ever feel stuck task thing need get done start even imperfect fine let know anything new learned comment section,final year thesis,44
What Do Civil Engineers Do and is Civil Engineering a Good Major?,"JJ: Today I want to talk about civil engineering, what they do, and if it is a good major to choose to go to college for. There's six emphasis areas within civil engineering. The main reason I got into civil engineering is to get into the construction world.",Civil Engineering,I1XeDS-GLbg,jj today want talk civil engineering good major choose go college six emphasis areas within civil engineering main reason got civil engineering get construction world,civil engineering,32
What Do Civil Engineers Do and is Civil Engineering a Good Major?,Is civil engineering a good major? Here are some pros and cons. The first con is civil engineering is just like any other engineering major. Another con is it can be a very stressful job. Not everyone makes it.,Is Civil Engineering a Good Major?,I1XeDS-GLbg,civil engineering good major pros cons first con civil engineering like engineering major another con stressful job everyone makes,civil engineering good major,32
What Do Civil Engineers Do and is Civil Engineering a Good Major?,"The first pro of civil engineering is a good paying job. Having that major on your resume definitely helps you in the future. It's stressful, but like I said, it's for the right person. I hope this video helps you make your decision.",Civil Engineering Major: Pros and Cons,I1XeDS-GLbg,first pro civil engineering good paying job major resume definitely helps future stressful like said right person hope video helps make decision,civil engineering major pros cons,32
